,Country,Variable,Year,Unit,Value
2904,Malaysia,Mortality from exposure to ambient PM2.5,2014,Per 1 000 000 inhabitants,314.15
2905,Malaysia,Mortality from exposure to ambient PM2.5,2015,Per 1 000 000 inhabitants,321.46
2906,Malaysia,Mortality from exposure to ambient PM2.5,2016,Per 1 000 000 inhabitants,317.3
2907,Malaysia,Mortality from exposure to ambient PM2.5,2017,Per 1 000 000 inhabitants,308.53
2908,Malaysia,Mortality from exposure to ambient PM2.5,2018,Per 1 000 000 inhabitants,314.62
2909,Malaysia,Mortality from exposure to ambient PM2.5,2019,Per 1 000 000 inhabitants,330.26
2910,Djibouti,Mortality from exposure to ambient PM2.5,1990,Per 1 000 000 inhabitants,120.32
2911,Djibouti,Mortality from exposure to ambient PM2.5,1991,Per 1 000 000 inhabitants,123.6
2912,Djibouti,Mortality from exposure to ambient PM2.5,1992,Per 1 000 000 inhabitants,128.47
2913,Djibouti,Mortality from exposure to ambient PM2.5,1993,Per 1 000 000 inhabitants,137.98
2914,Djibouti,Mortality from exposure to ambient PM2.5,1994,Per 1 000 000 inhabitants,145.51
2915,Djibouti,Mortality from exposure to ambient PM2.5,1995,Per 1 000 000 inhabitants,156.29
2916,Djibouti,Mortality from exposure to ambient PM2.5,1996,Per 1 000 000 inhabitants,164.56
2917,Djibouti,Mortality from exposure to ambient PM2.5,1997,Per 1 000 000 inhabitants,176.07
2918,Djibouti,Mortality from exposure to ambient PM2.5,1998,Per 1 000 000 inhabitants,193.12
2919,Djibouti,Mortality from exposure to ambient PM2.5,1999,Per 1 000 000 inhabitants,209.54
2920,Djibouti,Mortality from exposure to ambient PM2.5,2000,Per 1 000 000 inhabitants,224.56
2921,Djibouti,Mortality from exposure to ambient PM2.5,2001,Per 1 000 000 inhabitants,242.59
2922,Djibouti,Mortality from exposure to ambient PM2.5,2002,Per 1 000 000 inhabitants,264.87
2923,Djibouti,Mortality from exposure to ambient PM2.5,2003,Per 1 000 000 inhabitants,286.78
2924,Djibouti,Mortality from exposure to ambient PM2.5,2004,Per 1 000 000 inhabitants,316.35
2925,Djibouti,Mortality from exposure to ambient PM2.5,2005,Per 1 000 000 inhabitants,331.68
2926,Djibouti,Mortality from exposure to ambient PM2.5,2006,Per 1 000 000 inhabitants,345.44
2927,Djibouti,Mortality from exposure to ambient PM2.5,2007,Per 1 000 000 inhabitants,359.77
2928,Djibouti,Mortality from exposure to ambient PM2.5,2008,Per 1 000 000 inhabitants,370.83
2929,Djibouti,Mortality from exposure to ambient PM2.5,2009,Per 1 000 000 inhabitants,379.99
2930,Djibouti,Mortality from exposure to ambient PM2.5,2010,Per 1 000 000 inhabitants,394.35
2931,Djibouti,Mortality from exposure to ambient PM2.5,2011,Per 1 000 000 inhabitants,404.26
2932,Djibouti,Mortality from exposure to ambient PM2.5,2012,Per 1 000 000 inhabitants,415.44
2933,Djibouti,Mortality from exposure to ambient PM2.5,2013,Per 1 000 000 inhabitants,426.18
2934,Djibouti,Mortality from exposure to ambient PM2.5,2014,Per 1 000 000 inhabitants,427.41
2935,Djibouti,Mortality from exposure to ambient PM2.5,2015,Per 1 000 000 inhabitants,434.9
2936,Djibouti,Mortality from exposure to ambient PM2.5,2016,Per 1 000 000 inhabitants,438.04
2937,Djibouti,Mortality from exposure to ambient PM2.5,2017,Per 1 000 000 inhabitants,444.47
2938,Djibouti,Mortality from exposure to ambient PM2.5,2018,Per 1 000 000 inhabitants,454.51
2939,Djibouti,Mortality from exposure to ambient PM2.5,2019,Per 1 000 000 inhabitants,465.64
2940,Luxembourg,Mortality from exposure to ambient PM2.5,1990,Per 1 000 000 inhabitants,546.99
2941,Luxembourg,Mortality from exposure to ambient PM2.5,1991,Per 1 000 000 inhabitants,526.5
2942,Luxembourg,Mortality from exposure to ambient PM2.5,1992,Per 1 000 000 inhabitants,502.19
2943,Luxembourg,Mortality from exposure to ambient PM2.5,1993,Per 1 000 000 inhabitants,481.62
2944,Luxembourg,Mortality from exposure to ambient PM2.5,1994,Per 1 000 000 inhabitants,455.61
2945,Luxembourg,Mortality from exposure to ambient PM2.5,1995,Per 1 000 000 inhabitants,435.46
2946,Luxembourg,Mortality from exposure to ambient PM2.5,1996,Per 1 000 000 inhabitants,414.53
2947,Luxembourg,Mortality from exposure to ambient PM2.5,1997,Per 1 000 000 inhabitants,388.46
2948,Luxembourg,Mortality from exposure to ambient PM2.5,1998,Per 1 000 000 inhabitants,364.94
2949,Luxembourg,Mortality from exposure to ambient PM2.5,1999,Per 1 000 000 inhabitants,342.84
2950,Luxembourg,Mortality from exposure to ambient PM2.5,2000,Per 1 000 000 inhabitants,327.39
2951,Luxembourg,Mortality from exposure to ambient PM2.5,2001,Per 1 000 000 inhabitants,309.21
2952,Luxembourg,Mortality from exposure to ambient PM2.5,2002,Per 1 000 000 inhabitants,300.84
2953,Luxembourg,Mortality from exposure to ambient PM2.5,2003,Per 1 000 000 inhabitants,290.38
2954,Luxembourg,Mortality from exposure to ambient PM2.5,2004,Per 1 000 000 inhabitants,284.37
2955,Luxembourg,Mortality from exposure to ambient PM2.5,2005,Per 1 000 000 inhabitants,278.08
2956,Luxembourg,Mortality from exposure to ambient PM2.5,2006,Per 1 000 000 inhabitants,271.88
2957,Luxembourg,Mortality from exposure to ambient PM2.5,2007,Per 1 000 000 inhabitants,263.97
2958,Luxembourg,Mortality from exposure to ambient PM2.5,2008,Per 1 000 000 inhabitants,257.52
2959,Luxembourg,Mortality from exposure to ambient PM2.5,2009,Per 1 000 000 inhabitants,255.98
2960,Luxembourg,Mortality from exposure to ambient PM2.5,2010,Per 1 000 000 inhabitants,251.41
2961,Luxembourg,Mortality from exposure to ambient PM2.5,2011,Per 1 000 000 inhabitants,239.14
2962,Luxembourg,Mortality from exposure to ambient PM2.5,2012,Per 1 000 000 inhabitants,221.68
2963,Luxembourg,Mortality from exposure to ambient PM2.5,2013,Per 1 000 000 inhabitants,201.59
2964,Luxembourg,Mortality from exposure to ambient PM2.5,2014,Per 1 000 000 inhabitants,180.38
2965,Luxembourg,Mortality from exposure to ambient PM2.5,2015,Per 1 000 000 inhabitants,162.51
2966,Luxembourg,Mortality from exposure to ambient PM2.5,2016,Per 1 000 000 inhabitants,145.72
2967,Luxembourg,Mortality from exposure to ambient PM2.5,2017,Per 1 000 000 inhabitants,140.87
2968,Luxembourg,Mortality from exposure to ambient PM2.5,2018,Per 1 000 000 inhabitants,142.34
2969,Luxembourg,Mortality from exposure to ambient PM2.5,2019,Per 1 000 000 inhabitants,147.91
2970,OECD America,Mortality from exposure to ambient PM2.5,1990,Per 1 000 000 inhabitants,324.41
2971,OECD America,Mortality from exposure to ambient PM2.5,1991,Per 1 000 000 inhabitants,320.22
2972,OECD America,Mortality from exposure to ambient PM2.5,1992,Per 1 000 000 inhabitants,315.9
2973,OECD America,Mortality from exposure to ambient PM2.5,1993,Per 1 000 000 inhabitants,318.02
2974,OECD America,Mortality from exposure to ambient PM2.5,1994,Per 1 000 000 inhabitants,315.52
2975,OECD America,Mortality from exposure to ambient PM2.5,1995,Per 1 000 000 inhabitants,314.74
2976,OECD America,Mortality from exposure to ambient PM2.5,1996,Per 1 000 000 inhabitants,310.13
2977,OECD America,Mortality from exposure to ambient PM2.5,1997,Per 1 000 000 inhabitants,303.77
2978,OECD America,Mortality from exposure to ambient PM2.5,1998,Per 1 000 000 inhabitants,298.68
2979,OECD America,Mortality from exposure to ambient PM2.5,1999,Per 1 000 000 inhabitants,295.33
2980,OECD America,Mortality from exposure to ambient PM2.5,2000,Per 1 000 000 inhabitants,287.88
2981,OECD America,Mortality from exposure to ambient PM2.5,2001,Per 1 000 000 inhabitants,280.76
2982,OECD America,Mortality from exposure to ambient PM2.5,2002,Per 1 000 000 inhabitants,275.4
2983,OECD America,Mortality from exposure to ambient PM2.5,2003,Per 1 000 000 inhabitants,265.02
2984,OECD America,Mortality from exposure to ambient PM2.5,2004,Per 1 000 000 inhabitants,251.7
2985,OECD America,Mortality from exposure to ambient PM2.5,2005,Per 1 000 000 inhabitants,244.68
2986,OECD America,Mortality from exposure to ambient PM2.5,2006,Per 1 000 000 inhabitants,234.75
2987,OECD America,Mortality from exposure to ambient PM2.5,2007,Per 1 000 000 inhabitants,223.7
2988,OECD America,Mortality from exposure to ambient PM2.5,2008,Per 1 000 000 inhabitants,217.19
2989,OECD America,Mortality from exposure to ambient PM2.5,2009,Per 1 000 000 inhabitants,210.35
2990,OECD America,Mortality from exposure to ambient PM2.5,2010,Per 1 000 000 inhabitants,202.46
2991,OECD America,Mortality from exposure to ambient PM2.5,2011,Per 1 000 000 inhabitants,197.32
2992,OECD America,Mortality from exposure to ambient PM2.5,2012,Per 1 000 000 inhabitants,194.44
2993,OECD America,Mortality from exposure to ambient PM2.5,2013,Per 1 000 000 inhabitants,194.39
2994,OECD America,Mortality from exposure to ambient PM2.5,2014,Per 1 000 000 inhabitants,192.56
2995,OECD America,Mortality from exposure to ambient PM2.5,2015,Per 1 000 000 inhabitants,190.62
2996,OECD America,Mortality from exposure to ambient PM2.5,2016,Per 1 000 000 inhabitants,185.32
2997,OECD America,Mortality from exposure to ambient PM2.5,2017,Per 1 000 000 inhabitants,182.55
2998,OECD America,Mortality from exposure to ambient PM2.5,2018,Per 1 000 000 inhabitants,185.46
2999,OECD America,Mortality from exposure to ambient PM2.5,2019,Per 1 000 000 inhabitants,190.01
3000,Philippines,Mortality from exposure to ambient PM2.5,1990,Per 1 000 000 inhabitants,175.88
3001,Philippines,Mortality from exposure to ambient PM2.5,1991,Per 1 000 000 inhabitants,172.97
3002,Philippines,Mortality from exposure to ambient PM2.5,1992,Per 1 000 000 inhabitants,175.96
3003,Philippines,Mortality from exposure to ambient PM2.5,1993,Per 1 000 000 inhabitants,180.0
3004,Philippines,Mortality from exposure to ambient PM2.5,1994,Per 1 000 000 inhabitants,184.29
3005,Philippines,Mortality from exposure to ambient PM2.5,1995,Per 1 000 000 inhabitants,188.75
3006,Philippines,Mortality from exposure to ambient PM2.5,1996,Per 1 000 000 inhabitants,196.09
3007,Philippines,Mortality from exposure to ambient PM2.5,1997,Per 1 000 000 inhabitants,202.12
3008,Philippines,Mortality from exposure to ambient PM2.5,1998,Per 1 000 000 inhabitants,212.72
3009,Philippines,Mortality from exposure to ambient PM2.5,1999,Per 1 000 000 inhabitants,226.93
3010,Philippines,Mortality from exposure to ambient PM2.5,2000,Per 1 000 000 inhabitants,243.62
3011,Philippines,Mortality from exposure to ambient PM2.5,2001,Per 1 000 000 inhabitants,259.0
3012,Philippines,Mortality from exposure to ambient PM2.5,2002,Per 1 000 000 inhabitants,271.18
3013,Philippines,Mortality from exposure to ambient PM2.5,2003,Per 1 000 000 inhabitants,273.29
3014,Philippines,Mortality from exposure to ambient PM2.5,2004,Per 1 000 000 inhabitants,275.5
3015,Philippines,Mortality from exposure to ambient PM2.5,2005,Per 1 000 000 inhabitants,283.22
3016,Philippines,Mortality from exposure to ambient PM2.5,2006,Per 1 000 000 inhabitants,283.28
3017,Philippines,Mortality from exposure to ambient PM2.5,2007,Per 1 000 000 inhabitants,277.45
3018,Philippines,Mortality from exposure to ambient PM2.5,2008,Per 1 000 000 inhabitants,276.29
3019,Philippines,Mortality from exposure to ambient PM2.5,2009,Per 1 000 000 inhabitants,275.13
3020,Philippines,Mortality from exposure to ambient PM2.5,2010,Per 1 000 000 inhabitants,272.31
3021,Philippines,Mortality from exposure to ambient PM2.5,2011,Per 1 000 000 inhabitants,271.73
3022,Philippines,Mortality from exposure to ambient PM2.5,2012,Per 1 000 000 inhabitants,273.33
3023,Philippines,Mortality from exposure to ambient PM2.5,2013,Per 1 000 000 inhabitants,273.81
3024,Philippines,Mortality from exposure to ambient PM2.5,2014,Per 1 000 000 inhabitants,275.76
3025,Philippines,Mortality from exposure to ambient PM2.5,2015,Per 1 000 000 inhabitants,281.19
3026,Philippines,Mortality from exposure to ambient PM2.5,2016,Per 1 000 000 inhabitants,281.84
3027,Philippines,Mortality from exposure to ambient PM2.5,2017,Per 1 000 000 inhabitants,283.71
3028,Philippines,Mortality from exposure to ambient PM2.5,2018,Per 1 000 000 inhabitants,287.76
3029,Philippines,Mortality from exposure to ambient PM2.5,2019,Per 1 000 000 inhabitants,296.23
3030,Belgium,Mortality from exposure to ambient PM2.5,1990,Per 1 000 000 inhabitants,699.43
3031,Belgium,Mortality from exposure to ambient PM2.5,1991,Per 1 000 000 inhabitants,677.34
3032,Belgium,Mortality from exposure to ambient PM2.5,1992,Per 1 000 000 inhabitants,661.9
3033,Belgium,Mortality from exposure to ambient PM2.5,1993,Per 1 000 000 inhabitants,650.59
3034,Belgium,Mortality from exposure to ambient PM2.5,1994,Per 1 000 000 inhabitants,629.25
3035,Belgium,Mortality from exposure to ambient PM2.5,1995,Per 1 000 000 inhabitants,617.69
3036,Belgium,Mortality from exposure to ambient PM2.5,1996,Per 1 000 000 inhabitants,603.29
3037,Belgium,Mortality from exposure to ambient PM2.5,1997,Per 1 000 000 inhabitants,584.77
3038,Belgium,Mortality from exposure to ambient PM2.5,1998,Per 1 000 000 inhabitants,569.71
3039,Belgium,Mortality from exposure to ambient PM2.5,1999,Per 1 000 000 inhabitants,553.32
3040,Belgium,Mortality from exposure to ambient PM2.5,2000,Per 1 000 000 inhabitants,534.51
3041,Belgium,Mortality from exposure to ambient PM2.5,2001,Per 1 000 000 inhabitants,510.94
3042,Belgium,Mortality from exposure to ambient PM2.5,2002,Per 1 000 000 inhabitants,496.31
3043,Belgium,Mortality from exposure to ambient PM2.5,2003,Per 1 000 000 inhabitants,477.23
3044,Belgium,Mortality from exposure to ambient PM2.5,2004,Per 1 000 000 inhabitants,450.32
3045,Belgium,Mortality from exposure to ambient PM2.5,2005,Per 1 000 000 inhabitants,438.52
3046,Belgium,Mortality from exposure to ambient PM2.5,2006,Per 1 000 000 inhabitants,426.55
3047,Belgium,Mortality from exposure to ambient PM2.5,2007,Per 1 000 000 inhabitants,429.36
3048,Belgium,Mortality from exposure to ambient PM2.5,2008,Per 1 000 000 inhabitants,435.71
3049,Belgium,Mortality from exposure to ambient PM2.5,2009,Per 1 000 000 inhabitants,437.84
3050,Belgium,Mortality from exposure to ambient PM2.5,2010,Per 1 000 000 inhabitants,432.39
3051,Belgium,Mortality from exposure to ambient PM2.5,2011,Per 1 000 000 inhabitants,417.74
3052,Belgium,Mortality from exposure to ambient PM2.5,2012,Per 1 000 000 inhabitants,395.78
3053,Belgium,Mortality from exposure to ambient PM2.5,2013,Per 1 000 000 inhabitants,362.48
3054,Belgium,Mortality from exposure to ambient PM2.5,2014,Per 1 000 000 inhabitants,326.12
3055,Belgium,Mortality from exposure to ambient PM2.5,2015,Per 1 000 000 inhabitants,312.87
3056,Belgium,Mortality from exposure to ambient PM2.5,2016,Per 1 000 000 inhabitants,301.23
3057,Belgium,Mortality from exposure to ambient PM2.5,2017,Per 1 000 000 inhabitants,300.18
3058,Belgium,Mortality from exposure to ambient PM2.5,2018,Per 1 000 000 inhabitants,300.56
3059,Belgium,Mortality from exposure to ambient PM2.5,2019,Per 1 000 000 inhabitants,302.81
3060,Cameroon,Mortality from exposure to ambient PM2.5,1990,Per 1 000 000 inhabitants,224.11
3061,Cameroon,Mortality from exposure to ambient PM2.5,1991,Per 1 000 000 inhabitants,226.0
3062,Cameroon,Mortality from exposure to ambient PM2.5,1992,Per 1 000 000 inhabitants,230.19
3063,Cameroon,Mortality from exposure to ambient PM2.5,1993,Per 1 000 000 inhabitants,236.28
3064,Cameroon,Mortality from exposure to ambient PM2.5,1994,Per 1 000 000 inhabitants,240.81
3065,Cameroon,Mortality from exposure to ambient PM2.5,1995,Per 1 000 000 inhabitants,246.07
3066,Cameroon,Mortality from exposure to ambient PM2.5,1996,Per 1 000 000 inhabitants,254.29
3067,Cameroon,Mortality from exposure to ambient PM2.5,1997,Per 1 000 000 inhabitants,265.91
3068,Cameroon,Mortality from exposure to ambient PM2.5,1998,Per 1 000 000 inhabitants,278.63
3069,Cameroon,Mortality from exposure to ambient PM2.5,1999,Per 1 000 000 inhabitants,289.27
3070,Cameroon,Mortality from exposure to ambient PM2.5,2000,Per 1 000 000 inhabitants,298.49
3071,Cameroon,Mortality from exposure to ambient PM2.5,2001,Per 1 000 000 inhabitants,299.16
3072,Cameroon,Mortality from exposure to ambient PM2.5,2002,Per 1 000 000 inhabitants,309.22
3073,Cameroon,Mortality from exposure to ambient PM2.5,2003,Per 1 000 000 inhabitants,310.08
3074,Cameroon,Mortality from exposure to ambient PM2.5,2004,Per 1 000 000 inhabitants,309.35
3075,Cameroon,Mortality from exposure to ambient PM2.5,2005,Per 1 000 000 inhabitants,310.64
3076,Cameroon,Mortality from exposure to ambient PM2.5,2006,Per 1 000 000 inhabitants,313.3
3077,Cameroon,Mortality from exposure to ambient PM2.5,2007,Per 1 000 000 inhabitants,314.23
3078,Cameroon,Mortality from exposure to ambient PM2.5,2008,Per 1 000 000 inhabitants,321.32
3079,Cameroon,Mortality from exposure to ambient PM2.5,2009,Per 1 000 000 inhabitants,331.45
3080,Cameroon,Mortality from exposure to ambient PM2.5,2010,Per 1 000 000 inhabitants,342.27
3081,Cameroon,Mortality from exposure to ambient PM2.5,2011,Per 1 000 000 inhabitants,354.65
3082,Cameroon,Mortality from exposure to ambient PM2.5,2012,Per 1 000 000 inhabitants,373.11
3083,Cameroon,Mortality from exposure to ambient PM2.5,2013,Per 1 000 000 inhabitants,393.65
3084,Cameroon,Mortality from exposure to ambient PM2.5,2014,Per 1 000 000 inhabitants,405.21
3085,Cameroon,Mortality from exposure to ambient PM2.5,2015,Per 1 000 000 inhabitants,402.52
3086,Cameroon,Mortality from exposure to ambient PM2.5,2016,Per 1 000 000 inhabitants,391.49
3087,Cameroon,Mortality from exposure to ambient PM2.5,2017,Per 1 000 000 inhabitants,378.3
3088,Cameroon,Mortality from exposure to ambient PM2.5,2018,Per 1 000 000 inhabitants,381.53
3089,Cameroon,Mortality from exposure to ambient PM2.5,2019,Per 1 000 000 inhabitants,395.81
3090,Israel,Mortality from exposure to ambient PM2.5,1990,Per 1 000 000 inhabitants,488.46
3091,Israel,Mortality from exposure to ambient PM2.5,1991,Per 1 000 000 inhabitants,510.67
3092,Israel,Mortality from exposure to ambient PM2.5,1992,Per 1 000 000 inhabitants,527.02
3093,Israel,Mortality from exposure to ambient PM2.5,1993,Per 1 000 000 inhabitants,514.28
3094,Israel,Mortality from exposure to ambient PM2.5,1994,Per 1 000 000 inhabitants,506.1
3095,Israel,Mortality from exposure to ambient PM2.5,1995,Per 1 000 000 inhabitants,499.29
3096,Israel,Mortality from exposure to ambient PM2.5,1996,Per 1 000 000 inhabitants,481.13
